,Unnamed: 0,publish_date,content,recommendation,hours,player_level,owned_games,clean_content,category,sentiment
1110,1110,2026-02-28,好玩捏,推荐,13.0,26,185,好玩捏,玩法,正面
1111,1111,2026-02-28,不支持ps5手柄震动,不推荐,7.2,14,73,不支持ps5手柄震动,优化,负面
1112,1112,2026-02-28,很好,推荐,3.1,7,66,很好,其他,正面
1113,1113,2026-02-28,好玩 有爽突也有恐怖,推荐,4.7,1,160,好玩 有爽突也有恐怖,玩法,正面
1114,1114,2026-02-28,不知道各位小时候在晚上的时候有没有想象家里关灯后黑暗里就会出现恐怖的怪物，每次晚上要回房间睡觉，我都会快速关上客厅的灯后迅速跑向自己开着灯的房间！关上门，才松一口气，我恐怖游戏玩的少，一只手能数的过来，这个怕光的‘女孩怪物’真的是把我小时候害怕的东西具象化了，所以真的好有趣哈哈,推荐,13.1,11,120,不知道各位小时候在晚上的时候有没有想象家里关灯后黑暗里就会出现恐怖的怪物 每次晚上要回房间睡觉 我都会快速关上客厅的灯后迅速跑向自己开着灯的房间 关上门 才松一口气 我恐怖游戏玩的少 一只手能数的过来 这个怕光的 女孩怪物 真的是把我小时候害怕的东西具象化了 所以真的好有趣哈哈,情怀,正面
1115,1115,2026-02-28,通关了，爽了，好久没有一个游戏让我打完有种怅然若失的感觉了。不理性不剧透评价一下，格蕾丝部分设计的真的很好，成功做出了让怪很烦人的感觉以及依旧格子危机，里昂部分就是战斗爽，基本除了后期部分时候没什么压力。非常推荐系列粉丝购买，个人觉得是比8强不少的，总体算是过渡的一作，挖了不少坑（填不填不知道），期待dlc内容。,推荐,13.0,19,28,通关了 爽了 好久没有一个游戏让我打完有种怅然若失的感觉了 不理性不剧透评价一下 格蕾丝部分设计的真的很好 成功做出了让怪很烦人的感觉以及依旧格子危机 里昂部分就是战斗爽 基本除了后期部分时候没什么压力 非常推荐系列粉丝购买 个人觉得是比8强不少的 总体算是过渡的一作 挖了不少坑 填不填不知道 期待dlc内容,剧情,正面
1116,1116,2026-02-28,可惜不是里昂专场，不过能看到李三光，并时隔多年再次操纵李三光大杀四方已经满足了。不希望这是李三光出场的最后一部，还想这个男人继续陪伴着我。,推荐,3.7,30,89,可惜不是里昂专场 不过能看到李三光 并时隔多年再次操纵李三光大杀四方已经满足了 不希望这是李三光出场的最后一部 还想这个男人继续陪伴着我,情怀,正面
1117,1117,2026-02-28,风格鲜明，解谜有老生化的感觉。,推荐,4.8,6,115,风格鲜明 解谜有老生化的感觉,情怀,正面
1118,1118,2026-02-28,从win10升级到win11，还是进不去游戏，re9.exe程序一闪而过，ka婊的其他生化危机，怪猎都没问题，就这个游戏，从下午搞到现在，累了,不推荐,0.1,12,71,从win10升级到win11 还是进不去游戏 re9 exe程序一闪而过 ka婊的其他生化危机 怪猎都没问题 就这个游戏 从下午搞到现在 累了,优化,负面
1119,1119,2026-02-28,卡普空牛逼,推荐,5.2,22,131,卡普空牛逼,情怀,正面
1120,1120,2026-02-28,"女主篇还行，表面是生2的ui实际是生7前期阶段那样的资源管理，很穷但管理到位了难度不大，但里昂篇就有说法了，知道玩女主当鼠鼠玩累想让哥们爽一下，但这想爽又爽不起来属实给哥们整红温了。

里昂装备没升级前，小怪一个个蛮牛冲撞接投技（写这评论的之前，刚被一个顶着伍兹扫射依旧蛮牛冲撞的小怪扇了一巴掌，给哥们气笑了）精英怪一个又接着一个，子弹是管够，但那糖豆枪伤害跟不上，速度也跟不上，改枪第一件事就是把射速和换弹拉满，不然里昂这迟钝身法配迟钝枪法属实折磨。

回去记得叫里昂别在健身房练死劲了，动作各种前后摇，向前冲刺的时候按一下左右键想向左右前方跑都会触发反方向冲刺的动作，何意味？而且掏枪速度慢，举枪速度也慢，克劳瑟曾经那句“拖泥带水”的嘲讽里昂是真没学进去还是年纪大了忘了",不推荐,15.5,18,177,女主篇还行 表面是生2的ui实际是生7前期阶段那样的资源管理 很穷但管理到位了难度不大 但里昂篇就有说法了 知道玩女主当鼠鼠玩累想让哥们爽一下 但这想爽又爽不起来属实给哥们整红温了 里昂装备没升级前 小怪一个个蛮牛冲撞接投技 写这评论的之前 刚被一个顶着伍兹扫射依旧蛮牛冲撞的小怪扇了一巴掌 给哥们气笑了 精英怪一个又接着一个 子弹是管够 但那糖豆枪伤害跟不上 速度也跟不上 改枪第一件事就是把射速和换弹拉满 不然里昂这迟钝身法配迟钝枪法属实折磨 回去记得叫里昂别在健身房练死劲了 动作各种前后摇 向前冲刺的时候按一下左右键想向左右前方跑都会触发反方向冲刺的动作 何意味 而且掏枪速度慢 举枪速度也慢 克劳瑟曾经那句 拖泥带水 的嘲讽里昂是真没学进去还是年纪大了忘了,玩法,负面
1121,1121,2026-02-28,《安魂曲》完美融合了生化系列两大经典风格：格蕾丝线氛围拉满，恐怖感与关卡设计堪比《生化 2》；里昂线则主打爽快战斗，完美继承《生化 4》的精髓。剧情扎实完整，为斯宾塞、浣熊市与保护伞的故事画上圆满终章，优化出色、画质顶尖，是一部能让人一口气通关、值得强烈推荐的生化佳作。,推荐,12.1,45,54,安魂曲 完美融合了生化系列两大经典风格 格蕾丝线氛围拉满 恐怖感与关卡设计堪比 生化 2 里昂线则主打爽快战斗 完美继承 生化 4 的精髓 剧情扎实完整 为斯宾塞 浣熊市与保护伞的故事画上圆满终章 优化出色 画质顶尖 是一部能让人一口气通关 值得强烈推荐的生化佳作,剧情,正面
1122,1122,2026-02-28,"第一时间通关了！
好评：两个角色的差异化和时长都不错，游戏中很多大胆的演出和彩蛋都非常棒，剧情上来说喜忧参半吧，直接参与的角色还是少了点，而且明显有隐藏情节没说，看后续DLC吧",推荐,12.7,40,149,第一时间通关了 好评 两个角色的差异化和时长都不错 游戏中很多大胆的演出和彩蛋都非常棒 剧情上来说喜忧参半吧 直接参与的角色还是少了点 而且明显有隐藏情节没说 看后续DLC吧,剧情,正面
1123,1123,2026-02-28,老玩家看到角色从年轻到沧桑变老 他只是一个游戏角色却让人深深着迷 新老玩家都非常推荐,推荐,13.5,36,45,老玩家看到角色从年轻到沧桑变老 他只是一个游戏角色却让人深深着迷 新老玩家都非常推荐,情怀,正面
1124,1124,2026-02-28,最暴力最血腥的正传作品，非常优秀,推荐,12.1,45,104,最暴力最血腥的正传作品 非常优秀,画面,正面
1125,1125,2026-02-28,都说格蕾丝负责吓人，李三光负责无双，刚打通了疗养院章节重返了浣熊市，一路上好像都是格蕾丝在清图。不过总的体验还是挺不错的。,推荐,16.1,1,110,都说格蕾丝负责吓人 李三光负责无双 刚打通了疗养院章节重返了浣熊市 一路上好像都是格蕾丝在清图 不过总的体验还是挺不错的,情怀,正面
1126,1126,2026-02-28,"好玩氛围感拉满,优化做的不错,就是前期太坐牢了",推荐,4.8,43,102,好玩氛围感拉满 优化做的不错 就是前期太坐牢了,玩法,正面
1127,1127,2026-02-28,情怀满分，卡普空很大胆的尝试，双线不同氛围还是不错的，但是没有生化4带给我的那种全新体验感觉就是什么都想做但是做的都不是很好。,推荐,12.8,38,97,情怀满分 卡普空很大胆的尝试 双线不同氛围还是不错的 但是没有生化4带给我的那种全新体验感觉就是什么都想做但是做的都不是很好,情怀,正面
1128,1128,2026-02-28,流程短了点，没想到在探索了一定的地图的情况下也只是花了7小时就通关了。但是游戏肯定是好游戏，完全没得喷。好几个章节都很有张力。里昂你还是一点都没变啊，泪目。,推荐,14.2,48,157,流程短了点 没想到在探索了一定的地图的情况下也只是花了7小时就通关了 但是游戏肯定是好游戏 完全没得喷 好几个章节都很有张力 里昂你还是一点都没变啊 泪目,情怀,正面
1129,1129,2026-02-28,"帧数波动很频繁,部分场景卡顿明显,卡普空的优化让人失望,玩了6小时里昂线感觉1小时不到,疗养院流程感觉有点拉了,从A拿道具去B拿道具回到A又拿道具又回去,都出了这么多代了,还搞这种流程,何意味？",不推荐,6.7,48,207,帧数波动很频繁 部分场景卡顿明显 卡普空的优化让人失望 玩了6小时里昂线感觉1小时不到 疗养院流程感觉有点拉了 从A拿道具去B拿道具回到A又拿道具又回去 都出了这么多代了 还搞这种流程 何意味,优化,负面
1130,1130,2026-02-28,"男主线：人型疫苗，物理治疗
女主线：移到沙包，见面就逃",推荐,6.9,1,110,男主线 人型疫苗 物理治疗 女主线 移到沙包 见面就逃,剧情,正面
1131,1131,2026-02-28,第一人称分为恐怖效果极好，惊心动魄的压力十足，不过里昂老了有点不如当年，不过我给7.8分吧,推荐,17.3,1,60,第一人称分为恐怖效果极好 惊心动魄的压力十足 不过里昂老了有点不如当年 不过我给7 8分吧,情怀,正面
1132,1132,2026-02-28,"格蕾丝篇真的又臭又长，我并非不喜欢新角色，但是你能不能设计个正常点的新角色，FBI的调查员，遇到啥都是哇哇叫？至于解密更是毫无新意，经典的缺保险丝找钥匙拿螺丝刀然后被一脚踹到其他地方，这FBI性能还无敌羸弱，如果想用手枪打小怪，那全程下来肯定是资源不够使，做八颗子弹不如做针扎掉关键位置的丧尸，其他勾引到检查室一类只去一两次的位置，有预购挂件的可以拼拼运气看能不能一枪爆头，不然后期还会经典二次站起来，蛮麻烦。
----------
玩到凌晨进到地下格蕾丝这里了，一看遍地的怪就是两个经典场景，电池一插牢门打开，十多个小僵尸，我下来的时候手里一共20发手枪子弹，够不够打必须打的僵尸都不知道。",不推荐,8.2,31,140,格蕾丝篇真的又臭又长 我并非不喜欢新角色 但是你能不能设计个正常点的新角色 FBI的调查员 遇到啥都是哇哇叫 至于解密更是毫无新意 经典的缺保险丝找钥匙拿螺丝刀然后被一脚踹到其他地方 这FBI性能还无敌羸弱 如果想用手枪打小怪 那全程下来肯定是资源不够使 做八颗子弹不如做针扎掉关键位置的丧尸 其他勾引到检查室一类只去一两次的位置 有预购挂件的可以拼拼运气看能不能一枪爆头 不然后期还会经典二次站起来 蛮麻烦 玩到凌晨进到地下格蕾丝这里了 一看遍地的怪就是两个经典场景 电池一插牢门打开 十多个小僵尸 我下来的时候手里一共20发手枪子弹 够不够打必须打的僵尸都不知道,玩法,负面
1133,1133,2026-02-28,昂哥依旧权威，格蕾丝前面那几段真的挺恐怖的，玩下来只能说中等偏上吧，比生8高比生7低的一个评分,推荐,11.2,47,106,昂哥依旧权威 格蕾丝前面那几段真的挺恐怖的 玩下来只能说中等偏上吧 比生8高比生7低的一个评分,剧情,正面
1134,1134,2026-02-28,疗养院好玩啊！各种操作都试了一遍，格蕾丝太强了导致切到里昂的时候都没怪给打了，里昂疗养院的战斗曲贼好听，就是战斗时间太少了基本听一会就没了，玩了九小时刚到浣熊市，后面的明天再继续吧，前面疗养院部分非常喜欢，有一种浣熊市警察局的感觉了，希望后面浣熊市部分也这么好，能对得起系列粉丝！情怀拉满！,推荐,8.9,17,126,疗养院好玩啊 各种操作都试了一遍 格蕾丝太强了导致切到里昂的时候都没怪给打了 里昂疗养院的战斗曲贼好听 就是战斗时间太少了基本听一会就没了 玩了九小时刚到浣熊市 后面的明天再继续吧 前面疗养院部分非常喜欢 有一种浣熊市警察局的感觉了 希望后面浣熊市部分也这么好 能对得起系列粉丝 情怀拉满,情怀,正面
1135,1135,2026-02-28,对4 8这种村庄类生化危机毫无兴趣。对2 3 9超爱，这作可以。,推荐,14.6,10,69,对4 8这种村庄类生化危机毫无兴趣 对2 3 9超爱 这作可以,情怀,正面
1136,1136,2026-02-28,很美的画面营造了极具沉浸感的氛围。很满意的首发，浣熊市略微有点冗长但是箱庭地图的设计没啥毛病且风景好看，亮哥战斗爽👍,推荐,10.4,6,115,很美的画面营造了极具沉浸感的氛围 很满意的首发 浣熊市略微有点冗长但是箱庭地图的设计没啥毛病且风景好看 亮哥战斗爽,画面,正面
1137,1137,2026-02-28,"Guaranteed 2026 TGA Game of the Year
",推荐,9.6,28,37,Guaranteed 2026 TGA Game of the Year,情怀,正面
1138,1138,2026-02-28,good还是那个生化危机味儿，为了照顾不同的玩家两位角色不同的感受，格蕾丝线就是生化危机经典恐怖，里昂则是延续了爽杀的快感，看到里昂满满的安全感。还加入了7代8代的第一人称，第一人称枪不那么轻飘飘了但还差点意思,推荐,6.8,11,170,good还是那个生化危机味儿 为了照顾不同的玩家两位角色不同的感受 格蕾丝线就是生化危机经典恐怖 里昂则是延续了爽杀的快感 看到里昂满满的安全感 还加入了7代8代的第一人称 第一人称枪不那么轻飘飘了但还差点意思,玩法,正面
1139,1139,2026-02-28,里昂真正的美利坚超人。我要是格蕾丝看见里昂这么帅的人直接嫁给里昂了。还当什么FBI呀挣那三瓜两枣的。,推荐,6.2,1,10,里昂真正的美利坚超人 我要是格蕾丝看见里昂这么帅的人直接嫁给里昂了 还当什么FBI呀挣那三瓜两枣的,情怀,正面
1140,1140,2026-02-28,"趁着一口气通关了三句话简评
·质量极高的模型和动作动画实现了非常精美的表演，而演出和里昂篇的玩法都有非常明显的朝顽皮狗取经的痕迹
·只是抛却技术力的“皮肤”与玩法的“骨骼”，此作完完全全可以不叫作生化危机9（它不应该有这个序号
·我说格蕾丝是性转xqc有没有懂的（艾米丽是格里菲斯）

推荐最低250rmb以内的折后入手",推荐,12.3,28,87,趁着一口气通关了三句话简评 质量极高的模型和动作动画实现了非常精美的表演 而演出和里昂篇的玩法都有非常明显的朝顽皮狗取经的痕迹 只是抛却技术力的 皮肤 与玩法的 骨骼 此作完完全全可以不叫作生化危机9 它不应该有这个序号 我说格蕾丝是性转xqc有没有懂的 艾米丽是格里菲斯 推荐最低250rmb以内的折后入手,画面,正面
1141,1141,2026-02-28,目前除了DS手柄适配问题，没有缺点。再要说的话可能前面玩Grace比较坐牢吧,推荐,5.8,45,204,目前除了DS手柄适配问题 没有缺点 再要说的话可能前面玩Grace比较坐牢吧,玩法,正面
1142,1142,2026-02-28,他妈的卡普空不是会做游戏会买情怀吗，生5re也速速端上来吧。（这种的多做点爷爱玩）,推荐,11.4,3,162,他妈的卡普空不是会做游戏会买情怀吗 生5re也速速端上来吧 这种的多做点爷爱玩,情怀,正面
1143,1143,2026-02-28,最生化的生化，没玩过生化的玩这一部等于一次性玩了生化45678,推荐,8.3,32,141,最生化的生化 没玩过生化的玩这一部等于一次性玩了生化45678,情怀,正面
1144,1144,2026-02-28,好玩,推荐,11.6,21,180,好玩,玩法,正面
1145,1145,2026-02-28,"烂
把我这种7入坑的搞成遗老了，真挺有水平的，卡普空",不推荐,1.9,41,50,烂 把我这种7入坑的搞成遗老了 真挺有水平的 卡普空,情怀,负面
1146,1146,2026-02-28,"30周年纪念作，你大可再大胆一点，不过在我看来这一作是能够平稳落地的（虽然优化有那么一点点的挫），Grace的篇章像是2＆7的结合，Leon的则是4＆6的结合，作为一个老生化迷，我只能说这一锅“大杂烩”属实是把我喂的饱饱的（虽然8h通关也不算很长吧，但是这一作的堆怪确实有点。。。只能说管理物资确实能减少很多压力）
再来说这个游戏的人物塑造：
正派的人物塑造很好很nice[spoiler] 但是Leon单杀变异大蜘蛛，单杀超级暴君，一个人干爆一堆舔舔，单杀维克多。。。。还有那无敌的战斧弹反。。。你确定我玩的不是鬼泣吗？Grace这样一位noobFBI的成长塑造也还算说的过去吧，毕竟你也不能期望一个妈妈当着自己的面被杀死且留下心理阴影的小女孩在这样一种恐怖主义袭击下能够镇定自若的杀丧尸吧，其实作为一个普通人还是能够和女主共情的 [/spoiler]
反派就有点不是那个意思了，[spoiler]维克多的人格塑造略显单薄，只说是斯宾塞的大弟子。假威斯克更是背景板（还期待跟他好好打一架的说）[/spoiler]。
整体来说这是一部佳作而非神作，为下一作打好基础的同时，也成功让本作所托举的新主角的人物有了些许的弧光，所以我并不排斥Grace作为常驻主角，只要别像隔壁荒野的丁真一切都好说，希望下一部能够更好吧。",推荐,15.3,40,149,30周年纪念作 你大可再大胆一点 不过在我看来这一作是能够平稳落地的 虽然优化有那么一点点的挫 Grace的篇章像是2 7的结合 Leon的则是4 6的结合 作为一个老生化迷 我只能说这一锅 大杂烩 属实是把我喂的饱饱的 虽然8h通关也不算很长吧 但是这一作的堆怪确实有点 只能说管理物资确实能减少很多压力 再来说这个游戏的人物塑造 正派的人物塑造很好很nice spoiler 但是Leon单杀变异大蜘蛛 单杀超级暴君 一个人干爆一堆舔舔 单杀维克多 还有那无敌的战斧弹反 你确定我玩的不是鬼泣吗 Grace这样一位noobFBI的成长塑造也还算说的过去吧 毕竟你也不能期望一个妈妈当着自己的面被杀死且留下心理阴影的小女孩在这样一种恐怖主义袭击下能够镇定自若的杀丧尸吧 其实作为一个普通人还是能够和女主共情的 spoiler 反派就有点不是那个意思了 spoiler 维克多的人格塑造略显单薄 只说是斯宾塞的大弟子 假威斯克更是背景板 还期待跟他好好打一架的说 spoiler 整体来说这是一部佳作而非神作 为下一作打好基础的同时 也成功让本作所托举的新主角的人物有了些许的弧光 所以我并不排斥Grace作为常驻主角 只要别像隔壁荒野的丁真一切都好说 希望下一部能够更好吧,剧情,正面
1147,1147,2026-02-28,豪玩，优化无敌,推荐,1.0,35,94,豪玩 优化无敌,优化,正面
1148,1148,2026-02-28,好玩,推荐,8.4,17,126,好玩,玩法,正面
1149,1149,2026-02-28,好玩的一批,推荐,14.0,14,123,好玩的一批,玩法,正面
1150,1150,2026-02-28,希望DLC能让更多老角色出场,推荐,11.6,42,151,希望DLC能让更多老角色出场,情怀,正面
1151,1151,2026-02-28,好玩儿！！！,推荐,11.5,35,144,好玩儿,玩法,正面
1152,1152,2026-02-28,保住生化危机一贯水准,推荐,12.8,22,131,保住生化危机一贯水准,情怀,正面
1153,1153,2026-02-28,神级优化看哭千万猎批😭😭😭😭😭😭😭😭😭😭😭😭,推荐,9.9,27,36,神级优化看哭千万猎批,优化,正面
1154,1154,2026-02-28,总的来说，生化危机9的质量过硬，手感扎实，恐怖感营造到位，虽然没有跳脱出固定的传统故事框架，但好在故事也算精彩，给我一股新生代主角的活泼感，相信格蕾丝之后能为他人撑伞，完成角色成长和弧光，里昂或许老了，但他不是弱了，依旧是整部作品的领导者，重返浣熊市没有让里昂崩溃，而是和过去的自己告别，达成结局,推荐,13.0,6,15,总的来说 生化危机9的质量过硬 手感扎实 恐怖感营造到位 虽然没有跳脱出固定的传统故事框架 但好在故事也算精彩 给我一股新生代主角的活泼感 相信格蕾丝之后能为他人撑伞 完成角色成长和弧光 里昂或许老了 但他不是弱了 依旧是整部作品的领导者 重返浣熊市没有让里昂崩溃 而是和过去的自己告别 达成结局,剧情,正面
1155,1155,2026-02-28,好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩,推荐,4.8,28,187,好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩好玩,玩法,正面
1156,1156,2026-02-28,保持了一贯的水准！两个字：流畅！,推荐,10.9,13,122,保持了一贯的水准 两个字 流畅,优化,正面
1157,1157,2026-02-28,三光这二头肌看硬了，老公快炒我,推荐,7.1,44,153,三光这二头肌看硬了 老公快炒我,情怀,正面
1158,1158,2026-02-28,玩到警察局那里看到暴君那迷之一笑有种莫名的喜感，只要出了疗养院就可以爽玩里昂了，我里昂哥那么多年过去还是这么帅o(￣▽￣)ｄ,推荐,13.6,1,110,玩到警察局那里看到暴君那迷之一笑有种莫名的喜感 只要出了疗养院就可以爽玩里昂了 我里昂哥那么多年过去还是这么帅o ｄ,情怀,正面
1159,1159,2026-02-28,好,推荐,9.9,4,13,好,其他,正面
1160,1160,2026-02-28,好玩！太好玩了！啊啊啊最喜欢分头了！小时候在亲戚家的大屁股电脑上打通的原版2代，还记得当时是和老妈去拜年，我就在人家房里打游戏，练成三个半小时速通是为了和老妈赶去下家拜年，哈哈！真想你啊，老妈！感谢生化危机给我带来的美好回忆！,推荐,11.4,46,205,好玩 太好玩了 啊啊啊最喜欢分头了 小时候在亲戚家的大屁股电脑上打通的原版2代 还记得当时是和老妈去拜年 我就在人家房里打游戏 练成三个半小时速通是为了和老妈赶去下家拜年 哈哈 真想你啊 老妈 感谢生化危机给我带来的美好回忆,情怀,正面
1161,1161,2026-02-28,生化9没让我失望，还是那个味道，很是好玩！,推荐,0.9,39,48,生化9没让我失望 还是那个味道 很是好玩,情怀,正面
1162,1162,2026-02-28,妥妥的一个神作，就那打击感，就拿恐怖氛围，就那画质，我的天没白花，里面还有一个小女孩，那简直是我的女儿呀，必须打完整座楼的丧尸，才能让我的女儿抱出来，太可爱了，香香软软的小女儿，这300多没白花，太爱了。,推荐,6.2,37,96,妥妥的一个神作 就那打击感 就拿恐怖氛围 就那画质 我的天没白花 里面还有一个小女孩 那简直是我的女儿呀 必须打完整座楼的丧尸 才能让我的女儿抱出来 太可爱了 香香软软的小女儿 这300多没白花 太爱了,画面,正面
1163,1163,2026-02-28,"VERY GOOD
",推荐,3.6,35,144,VERY GOOD,其他,正面
1164,1164,2026-02-28,这就是荒野本该有的次世代画面,推荐,9.5,1,60,这就是荒野本该有的次世代画面,画面,正面
1165,1165,2026-02-28,关卡和游戏性没话说,推荐,9.1,31,90,关卡和游戏性没话说,玩法,正面
1166,1166,2026-02-28,"《生化危机 安魂曲》
Lgn 9
我原谅了卡婊....至少在下一部怪猎出来之前(卡爹牛逼！)
如果让我用一句话来形容安魂曲的游戏体验那就是——新瓶装旧酒
全流程几乎等re7+re4+re2 的super pro max ultra 加强版。如果你是一个生化老玩家，那你看到re7一般的第一人称恐怖解密，再看到里昂用着变态一般的机能重返浣熊市。一定会发出赞叹，妈的卡普空又在炒冷饭，炒的真他妈香！
精美的箱庭设计，完美的音画表现，依旧业界顶尖的恐怖氛围塑造和动作射击体验，无一不在宣布着卡普空这位老牌大厂依旧有着其他人难以望其项背的工业实力
缺点也难以忽略
游戏节奏极其割裂，卡普空企图想要通过里昂的高性能来对冲掉从恐怖关卡到动作关卡所带来的惬意感，然而适得其反。里昂关卡的设计水平相较于格里斯下跌严重，给玩家的心流体验带来了难以忽略的影响(中间有一段水到让人怀疑这居然是卡普空做出的箱庭）
叙事过于保守，塑造的人物形象单薄而且不负责任用完就扔，我感觉卡普空压根就没想推进剧情，还想着抱着生化这颗摇钱树再吃三十年
(妈的再不推进剧情艾达王都快绝经了)

总之，这还是一款标志着生化危机系列最顶尖水平的佳作，老玩家不可错过，新玩家值得入坑

坏消息，缝合怪。
好消息！全缝了！
（全流程大概在10-12h左右，我也不知道为啥steam给我整成4h了）",推荐,5.2,6,115,生化危机 安魂曲 Lgn 9 我原谅了卡婊 至少在下一部怪猎出来之前 卡爹牛逼 如果让我用一句话来形容安魂曲的游戏体验那就是 新瓶装旧酒 全流程几乎等re7 re4 re2 的super pro max ultra 加强版 如果你是一个生化老玩家 那你看到re7一般的第一人称恐怖解密 再看到里昂用着变态一般的机能重返浣熊市 一定会发出赞叹 妈的卡普空又在炒冷饭 炒的真他妈香 精美的箱庭设计 完美的音画表现 依旧业界顶尖的恐怖氛围塑造和动作射击体验 无一不在宣布着卡普空这位老牌大厂依旧有着其他人难以望其项背的工业实力 缺点也难以忽略 游戏节奏极其割裂 卡普空企图想要通过里昂的高性能来对冲掉从恐怖关卡到动作关卡所带来的惬意感 然而适得其反 里昂关卡的设计水平相较于格里斯下跌严重 给玩家的心流体验带来了难以忽略的影响 中间有一段水到让人怀疑这居然是卡普空做出的箱庭 叙事过于保守 塑造的人物形象单薄而且不负责任用完就扔 我感觉卡普空压根就没想推进剧情 还想着抱着生化这颗摇钱树再吃三十年 妈的再不推进剧情艾达王都快绝经了 总之 这还是一款标志着生化危机系列最顶尖水平的佳作 老玩家不可错过 新玩家值得入坑 坏消息 缝合怪 好消息 全缝了 全流程大概在10 12h左右 我也不知道为啥steam给我整成4h了,剧情,正面
1167,1167,2026-02-28,还是熟悉的味道，画面质量动作细节设计的没话说！但流程感觉不是很长。没有RE4那样量大管饱过瘾的感觉（虽然我才玩了7个小时）。为什么要给差评（我也不想）真的是因为偷跑剧透的人太太太可恶，对得起我们两个月前预购的人么？？还有部分场景确实有点掉帧建议后期再优化优化，实在给不出好评 。,不推荐,10.7,18,177,还是熟悉的味道 画面质量动作细节设计的没话说 但流程感觉不是很长 没有RE4那样量大管饱过瘾的感觉 虽然我才玩了7个小时 为什么要给差评 我也不想 真的是因为偷跑剧透的人太太太可恶 对得起我们两个月前预购的人么 还有部分场景确实有点掉帧建议后期再优化优化 实在给不出好评,优化,负面
1168,1168,2026-02-28,神作,推荐,6.0,5,164,神作,情怀,正面
1169,1169,2026-02-28,一周目已经通关，作为系列迈向新篇章的转折来说是合格的作品，里昂部分战斗会有些为难人但是也还好。几个反派塑造的一般有点牵强，不剧透了，也仅代表个人观点。期待下看看DLC会是啥,推荐,12.2,5,114,一周目已经通关 作为系列迈向新篇章的转折来说是合格的作品 里昂部分战斗会有些为难人但是也还好 几个反派塑造的一般有点牵强 不剧透了 也仅代表个人观点 期待下看看DLC会是啥,剧情,正面
1170,1170,2026-02-28,整体来说不错，相比于前几作来说对物资的管理分配更加苛刻。但是你G8的胶片颗粒不能关是几个意思，开光追画面还会更糊，不开嘛女主的脸又跟鬼一样,推荐,3.3,10,119,整体来说不错 相比于前几作来说对物资的管理分配更加苛刻 但是你G8的胶片颗粒不能关是几个意思 开光追画面还会更糊 不开嘛女主的脸又跟鬼一样,画面,正面
1171,1171,2026-02-28,陪里昂一起老过来的 送给自己的生日礼物 很满意,推荐,1.3,46,155,陪里昂一起老过来的 送给自己的生日礼物 很满意,情怀,正面
1172,1172,2026-02-28,太帅了李三光,推荐,8.8,1,10,太帅了李三光,情怀,正面
1173,1173,2026-02-28,更逼真的小丧尸,推荐,5.3,41,200,更逼真的小丧尸,画面,正面
1174,1174,2026-02-28,axsa,推荐,10.9,36,145,axsa,其他,正面
1175,1175,2026-02-28,屌,推荐,11.8,2,11,屌,其他,正面
1176,1176,2026-02-28,一如既往的爽,推荐,7.8,13,22,一如既往的爽,情怀,正面
1177,1177,2026-02-28,好玩好玩好玩好玩好玩,推荐,14.9,29,88,好玩好玩好玩好玩好玩,玩法,正面
1178,1178,2026-02-28,可以,推荐,6.9,3,162,可以,其他,正面
1179,1179,2026-02-28,"好好做还是可以的哦。
卡婊硬气起来了。",推荐,8.8,23,32,好好做还是可以的哦 卡婊硬气起来了,情怀,正面
1180,1180,2026-02-28,豪万,推荐,8.6,2,61,豪万,其他,正面
1181,1181,2026-02-28,好玩 但有点短 有一说一,推荐,13.7,13,72,好玩 但有点短 有一说一,玩法,正面
1182,1182,2026-02-28,这格蕾丝篇的氛围咋比生化危机7都恐怖啊,推荐,4.7,39,148,这格蕾丝篇的氛围咋比生化危机7都恐怖啊,剧情,正面
1183,1183,2026-02-28,"爽就完了
",推荐,12.7,11,70,爽就完了,玩法,正面
1184,1184,2026-02-28,根本就不支持ds5手柄，商店界面完全是虚假宣传。早知道就应该在ps5上买。,不推荐,8.2,36,45,根本就不支持ds5手柄 商店界面完全是虚假宣传 早知道就应该在ps5上买,其他,负面
1185,1185,2026-02-28,牛逼就完了,推荐,11.9,29,188,牛逼就完了,其他,正面
1186,1186,2026-02-28,"目前这游戏对dualsense的适配好像有问题，无法正常连接，只能用steam输入，但是那样就又没震动了。。。。
感觉生9像是在为生6重制版铺路，生8给生4重制版铺路，又是工具人的一部作品",推荐,5.5,15,24,目前这游戏对dualsense的适配好像有问题 无法正常连接 只能用steam输入 但是那样就又没震动了 感觉生9像是在为生6重制版铺路 生8给生4重制版铺路 又是工具人的一部作品,优化,正面
1187,1187,2026-02-28,里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊,推荐,3.5,47,106,里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊里昂你好香啊,情怀,正面
